id_venta,fecha,cliente,producto,cantidad,importe,medio_pago
TEST-L-0272,2026-09-20,Kiosco El Trebol,Cemento bolsa 50 kg,13,11200.0,efectivo
TEST-L-0273,2026-09-14,,Pilas AA pack x 4,14,11237.5,transferencia
TEST-L-0274,2026-09-15,Corralon Belgrano,Harina 000 bolsa 25 kg,15,11275.0,tarjeta
TEST-L-0275,2026-09-16,Ferreteria San Martin,Aceite 20W50 x 4 L,16,11312.5,efectivo
TEST-L-0276,2026-09-17,Distribuidora Lomas,Cemento bolsa 50 kg,17,11350.0,transferencia
TEST-L-0277,2026-09-18,Kiosco El Trebol,Pilas AA pack x 4,18,11387.5,tarjeta
TEST-L-0278,2026-09-19,,Harina 000 bolsa 25 kg,19,11425.0,efectivo
TEST-L-0279,2026-09-20,Corralon Belgrano,Aceite 20W50 x 4 L,20,11462.5,transferencia
TEST-L-0280,2026-09-14,Ferreteria San Martin,Cemento bolsa 50 kg,1,11500.0,tarjeta
TEST-L-0281,2026-09-15,Distribuidora Lomas,Pilas AA pack x 4,2,11537.5,efectivo
TEST-L-0282,2026-09-16,Kiosco El Trebol,Harina 000 bolsa 25 kg,3,11575.0,transferencia
TEST-L-0283,2026-09-17,,Aceite 20W50 x 4 L,4,11612.5,tarjeta
TEST-L-0284,2026-09-18,Corralon Belgrano,Cemento bolsa 50 kg,5,11650.0,efectivo
TEST-L-0285,2026-09-19,Ferreteria San Martin,Pilas AA pack x 4,6,11687.5,transferencia
TEST-L-0286,2026-09-20,Distribuidora Lomas,Harina 000 bolsa 25 kg,7,11725.0,tarjeta
TEST-L-0287,2026-09-14,Kiosco El Trebol,Aceite 20W50 x 4 L,8,11762.5,efectivo
TEST-L-0288,2026-09-15,,Cemento bolsa 50 kg,9,11800.0,transferencia
TEST-L-0289,2026-09-16,Corralon Belgrano,Pilas AA pack x 4,10,11837.5,tarjeta
TEST-L-0290,2026-09-17,Ferreteria San Martin,Harina 000 bolsa 25 kg,11,11875.0,efectivo
TEST-L-0291,2026-09-18,Distribuidora Lomas,Aceite 20W50 x 4 L,12,11912.5,transferencia
TEST-L-0292,2026-09-19,Kiosco El Trebol,Cemento bolsa 50 kg,13,11950.0,tarjeta
TEST-L-0293,2026-09-20,,Pilas AA pack x 4,14,11987.5,efectivo
TEST-L-0294,2026-09-14,Corralon Belgrano,Harina 000 bolsa 25 kg,15,12025.0,transferencia
TEST-L-0295,2026-09-15,Ferreteria San Martin,Aceite 20W50 x 4 L,16,12062.5,tarjeta
TEST-L-0296,2026-09-16,Distribuidora Lomas,Cemento bolsa 50 kg,17,12100.0,efectivo
TEST-L-0297,2026-09-17,Kiosco El Trebol,Pilas AA pack x 4,18,12137.5,transferencia
TEST-L-0298,2026-09-18,,Harina 000 bolsa 25 kg,19,12175.0,tarjeta
TEST-L-0299,2026-09-19,Corralon Belgrano,Aceite 20W50 x 4 L,20,12212.5,efectivo
TEST-L-0300,2026-09-20,Ferreteria San Martin,Cemento bolsa 50 kg,1,12250.0,transferencia
TEST-L-0301,2026-09-14,Distribuidora Lomas,Pilas AA pack x 4,2,12287.5,tarjeta
TEST-L-0302,2026-09-15,Kiosco El Trebol,Harina 000 bolsa 25 kg,3,12325.0,efectivo
TEST-L-0303,2026-09-16,,Aceite 20W50 x 4 L,4,12362.5,transferencia
TEST-L-0304,2026-09-17,Corralon Belgrano,Cemento bolsa 50 kg,5,12400.0,tarjeta
TEST-L-0305,2026-09-18,Ferreteria San Martin,Pilas AA pack x 4,6,12437.5,efectivo
TEST-L-0306,2026-09-19,Distribuidora Lomas,Harina 000 bolsa 25 kg,7,12475.0,transferencia
TEST-L-0307,2026-09-20,Kiosco El Trebol,Aceite 20W50 x 4 L,8,12512.5,tarjeta
TEST-L-0308,2026-09-14,,Cemento bolsa 50 kg,9,12550.0,efectivo
TEST-L-0309,2026-09-15,Corralon Belgrano,Pilas AA pack x 4,10,12587.5,transferencia
TEST-L-0310,2026-09-16,Ferreteria San Martin,Harina 000 bolsa 25 kg,11,12625.0,tarjeta
TEST-L-0311,2026-09-17,Distribuidora Lomas,Aceite 20W50 x 4 L,12,12662.5,efectivo
TEST-L-0312,2026-09-18,Kiosco El Trebol,Cemento bolsa 50 kg,13,12700.0,transferencia
TEST-L-0313,2026-09-19,,Pilas AA pack x 4,14,12737.5,tarjeta
TEST-L-0314,2026-09-20,Corralon Belgrano,Harina 000 bolsa 25 kg,15,12775.0,efectivo
TEST-L-0315,2026-09-14,Ferreteria San Martin,Aceite 20W50 x 4 L,16,12812.5,transferencia
TEST-L-0316,2026-09-15,Distribuidora Lomas,Cemento bolsa 50 kg,17,12850.0,tarjeta
TEST-L-0317,2026-09-16,Kiosco El Trebol,Pilas AA pack x 4,18,12887.5,efectivo
TEST-L-0318,2026-09-17,,Harina 000 bolsa 25 kg,19,12925.0,transferencia
TEST-L-0319,2026-09-18,Corralon Belgrano,Aceite 20W50 x 4 L,20,12962.5,tarjeta
TEST-L-0320,2026-09-19,Ferreteria San Martin,Cemento bolsa 50 kg,1,13000.0,efectivo
TEST-L-0321,2026-09-20,Distribuidora Lomas,Pilas AA pack x 4,2,13037.5,transferencia
TEST-L-0322,2026-09-14,Kiosco El Trebol,Harina 000 bolsa 25 kg,3,13075.0,tarjeta
TEST-L-0323,2026-09-15,,Aceite 20W50 x 4 L,4,13112.5,efectivo
TEST-L-0324,2026-09-16,Corralon Belgrano,Cemento bolsa 50 kg,5,13150.0,transferencia
TEST-L-0325,2026-09-17,Ferreteria San Martin,Pilas AA pack x 4,6,13187.5,tarjeta
TEST-L-0326,2026-09-18,Distribuidora Lomas,Harina 000 bolsa 25 kg,7,13225.0,efectivo
TEST-L-0327,2026-09-19,Kiosco El Trebol,Aceite 20W50 x 4 L,8,13262.5,transferencia
TEST-L-0328,2026-09-20,,Cemento bolsa 50 kg,9,13300.0,tarjeta
TEST-L-0329,2026-09-14,Corralon Belgrano,Pilas AA pack x 4,10,13337.5,efectivo
TEST-L-0330,2026-09-15,Ferreteria San Martin,Harina 000 bolsa 25 kg,11,13375.0,transferencia
TEST-L-0331,2026-09-16,Distribuidora Lomas,Aceite 20W50 x 4 L,12,13412.5,tarjeta
TEST-L-0332,2026-09-17,Kiosco El Trebol,Cemento bolsa 50 kg,13,13450.0,efectivo
TEST-L-0333,2026-09-18,,Pilas AA pack x 4,14,13487.5,transferencia
TEST-L-0334,2026-09-19,Corralon Belgrano,Harina 000 bolsa 25 kg,15,13525.0,tarjeta
TEST-L-0335,2026-09-20,Ferreteria San Martin,Aceite 20W50 x 4 L,16,13562.5,efectivo
TEST-L-0336,2026-09-14,Distribuidora Lomas,Cemento bolsa 50 kg,17,13600.0,transferencia
TEST-L-0337,2026-09-15,Kiosco El Trebol,Pilas AA pack x 4,18,13637.5,tarjeta
TEST-L-0338,2026-09-16,,Harina 000 bolsa 25 kg,19,13675.0,efectivo
TEST-L-0339,2026-09-17,Corralon Belgrano,Aceite 20W50 x 4 L,20,13712.5,transferencia
TEST-L-0340,2026-09-18,Ferreteria San Martin,Cemento bolsa 50 kg,1,13750.0,tarjeta
TEST-L-0341,2026-09-19,Distribuidora Lomas,Pilas AA pack x 4,2,13787.5,efectivo
TEST-L-0342,2026-09-20,Kiosco El Trebol,Harina 000 bolsa 25 kg,3,13825.0,transferencia
TEST-L-0343,2026-09-14,,Aceite 20W50 x 4 L,4,13862.5,tarjeta
TEST-L-0344,2026-09-15,Corralon Belgrano,Cemento bolsa 50 kg,5,13900.0,efectivo
TEST-L-0345,2026-09-16,Ferreteria San Martin,Pilas AA pack x 4,6,13937.5,transferencia
TEST-L-0346,2026-09-17,Distribuidora Lomas,Harina 000 bolsa 25 kg,7,13975.0,tarjeta
TEST-L-0347,2026-09-18,Kiosco El Trebol,Aceite 20W50 x 4 L,8,14012.5,efectivo
TEST-L-0348,2026-09-19,,Cemento bolsa 50 kg,9,14050.0,transferencia
TEST-L-0349,2026-09-20,Corralon Belgrano,Pilas AA pack x 4,10,14087.5,tarjeta
TEST-L-0350,2026-09-14,Ferreteria San Martin,Harina 000 bolsa 25 kg,11,14125.0,efectivo
TEST-L-0351,2026-09-15,Distribuidora Lomas,Aceite 20W50 x 4 L,12,14162.5,transferencia
TEST-L-0352,2026-09-16,Kiosco El Trebol,Cemento bolsa 50 kg,13,14200.0,tarjeta
TEST-L-0353,2026-09-17,,Pilas AA pack x 4,14,14237.5,efectivo
TEST-L-0354,2026-09-18,Corralon Belgrano,Harina 000 bolsa 25 kg,15,14275.0,transferencia
TEST-L-0355,2026-09-19,Ferreteria San Martin,Aceite 20W50 x 4 L,16,14312.5,tarjeta
TEST-L-0356,2026-09-20,Distribuidora Lomas,Cemento bolsa 50 kg,17,14350.0,efectivo
TEST-L-0357,2026-09-14,Kiosco El Trebol,Pilas AA pack x 4,18,14387.5,transferencia
TEST-L-0358,2026-09-15,,Harina 000 bolsa 25 kg,19,14425.0,tarjeta
TEST-L-0359,2026-09-16,Corralon Belgrano,Aceite 20W50 x 4 L,20,14462.5,efectivo
TEST-L-0360,2026-09-17,Ferreteria San Martin,Cemento bolsa 50 kg,1,14500.0,transferencia
TEST-L-0361,2026-09-18,Distribuidora Lomas,Pilas AA pack x 4,2,14537.5,tarjeta
TEST-L-0362,2026-09-19,Kiosco El Trebol,Harina 000 bolsa 25 kg,3,14575.0,efectivo
TEST-L-0363,2026-09-20,,Aceite 20W50 x 4 L,4,14612.5,transferencia
TEST-L-0364,2026-09-14,Corralon Belgrano,Cemento bolsa 50 kg,5,14650.0,tarjeta
TEST-L-0365,2026-09-15,Ferreteria San Martin,Pilas AA pack x 4,6,14687.5,efectivo
TEST-L-0366,2026-09-16,Distribuidora Lomas,Harina 000 bolsa 25 kg,7,14725.0,transferencia
TEST-L-0367,2026-09-17,Kiosco El Trebol,Aceite 20W50 x 4 L,8,14762.5,tarjeta
TEST-L-0368,2026-09-18,,Cemento bolsa 50 kg,9,14800.0,efectivo
TEST-L-0369,2026-09-19,Corralon Belgrano,Pilas AA pack x 4,10,14837.5,transferencia
TEST-L-0370,2026-09-20,Ferreteria San Martin,Harina 000 bolsa 25 kg,11,14875.0,tarjeta
TEST-L-0371,2026-09-14,Distribuidora Lomas,Aceite 20W50 x 4 L,12,14912.5,efectivo
TEST-L-0372,2026-09-15,Kiosco El Trebol,Cemento bolsa 50 kg,13,14950.0,transferencia
TEST-L-0373,2026-09-16,,Pilas AA pack x 4,14,14987.5,tarjeta
TEST-L-0374,2026-09-17,Corralon Belgrano,Harina 000 bolsa 25 kg,15,15025.0,efectivo
TEST-L-0375,2026-09-18,Ferreteria San Martin,Aceite 20W50 x 4 L,16,15062.5,transferencia
TEST-L-0376,2026-09-19,Distribuidora Lomas,Cemento bolsa 50 kg,17,15100.0,tarjeta
TEST-L-0377,2026-09-20,Kiosco El Trebol,Pilas AA pack x 4,18,15137.5,efectivo
TEST-L-0378,2026-09-14,,Harina 000 bolsa 25 kg,19,15175.0,transferencia
TEST-L-0379,2026-09-15,Corralon Belgrano,Aceite 20W50 x 4 L,20,15212.5,tarjeta
TEST-L-0380,2026-09-16,Ferreteria San Martin,Cemento bolsa 50 kg,1,15250.0,efectivo
TEST-L-0381,2026-09-17,Distribuidora Lomas,Pilas AA pack x 4,2,15287.5,transferencia
TEST-L-0382,2026-09-18,Kiosco El Trebol,Harina 000 bolsa 25 kg,3,15325.0,tarjeta
TEST-L-0383,2026-09-19,,Aceite 20W50 x 4 L,4,15362.5,efectivo
TEST-L-0384,2026-09-20,Corralon Belgrano,Cemento bolsa 50 kg,5,15400.0,transferencia
TEST-L-0385,2026-09-14,Ferreteria San Martin,Pilas AA pack x 4,6,15437.5,tarjeta
TEST-L-0386,2026-09-15,Distribuidora Lomas,Harina 000 bolsa 25 kg,7,15475.0,efectivo
TEST-L-0387,2026-09-16,Kiosco El Trebol,Aceite 20W50 x 4 L,8,15512.5,transferencia
TEST-L-0388,2026-09-17,,Cemento bolsa 50 kg,9,15550.0,tarjeta
TEST-L-0389,2026-09-18,Corralon Belgrano,Pilas AA pack x 4,10,15587.5,efectivo
TEST-L-0390,2026-09-19,Ferreteria San Martin,Harina 000 bolsa 25 kg,11,15625.0,transferencia
TEST-L-0391,2026-09-20,Distribuidora Lomas,Aceite 20W50 x 4 L,12,15662.5,tarjeta
TEST-L-0392,2026-09-14,Kiosco El Trebol,Cemento bolsa 50 kg,13,15700.0,efectivo
TEST-L-0393,2026-09-15,,Pilas AA pack x 4,14,15737.5,transferencia
TEST-L-0394,2026-09-16,Corralon Belgrano,Harina 000 bolsa 25 kg,15,15775.0,tarjeta
TEST-L-0395,2026-09-17,Ferreteria San Martin,Aceite 20W50 x 4 L,16,15812.5,efectivo
TEST-L-0396,2026-09-18,Distribuidora Lomas,Cemento bolsa 50 kg,17,15850.0,transferencia
TEST-L-0397,2026-09-19,Kiosco El Trebol,Pilas AA pack x 4,18,15887.5,tarjeta
TEST-L-0398,2026-09-20,,Harina 000 bolsa 25 kg,19,15925.0,efectivo
TEST-L-0399,2026-09-14,Corralon Belgrano,Aceite 20W50 x 4 L,20,15962.5,transferencia
TEST-L-0400,2026-09-15,Ferreteria San Martin,Cemento bolsa 50 kg,1,16000.0,tarjeta
TEST-L-0401,2026-09-16,Distribuidora Lomas,Pilas AA pack x 4,2,16037.5,efectivo
TEST-L-0402,2026-09-17,Kiosco El Trebol,Harina 000 bolsa 25 kg,3,16075.0,transferencia
TEST-L-0403,2026-09-18,,Aceite 20W50 x 4 L,4,16112.5,tarjeta
TEST-L-0404,2026-09-19,Corralon Belgrano,Cemento bolsa 50 kg,5,16150.0,efectivo
TEST-L-0405,2026-09-20,Ferreteria San Martin,Pilas AA pack x 4,6,16187.5,transferencia
TEST-L-0406,2026-09-14,Distribuidora Lomas,Harina 000 bolsa 25 kg,7,16225.0,tarjeta
TEST-L-0407,2026-09-15,Kiosco El Trebol,Aceite 20W50 x 4 L,8,16262.5,efectivo
TEST-L-0408,2026-09-16,,Cemento bolsa 50 kg,9,16300.0,transferencia
TEST-L-0409,2026-09-17,Corralon Belgrano,Pilas AA pack x 4,10,16337.5,tarjeta
TEST-L-0410,2026-09-18,Ferreteria San Martin,Harina 000 bolsa 25 kg,11,16375.0,efectivo
TEST-L-0411,2026-09-19,Distribuidora Lomas,Aceite 20W50 x 4 L,12,16412.5,transferencia
TEST-L-0412,2026-09-20,Kiosco El Trebol,Cemento bolsa 50 kg,13,16450.0,tarjeta
TEST-L-0413,2026-09-14,,Pilas AA pack x 4,14,16487.5,efectivo
TEST-L-0414,2026-09-15,Corralon Belgrano,Harina 000 bolsa 25 kg,15,16525.0,transferencia
TEST-L-0415,2026-09-16,Ferreteria San Martin,Aceite 20W50 x 4 L,16,16562.5,tarjeta
TEST-L-0416,2026-09-17,Distribuidora Lomas,Cemento bolsa 50 kg,17,16600.0,efectivo
TEST-L-0417,2026-09-18,Kiosco El Trebol,Pilas AA pack x 4,18,16637.5,transferencia
TEST-L-0418,2026-09-19,,Harina 000 bolsa 25 kg,19,16675.0,tarjeta
TEST-L-0419,2026-09-20,Corralon Belgrano,Aceite 20W50 x 4 L,20,16712.5,efectivo
TEST-L-0420,2026-09-14,Ferreteria San Martin,Cemento bolsa 50 kg,1,16750.0,transferencia
TEST-L-0421,2026-09-15,Distribuidora Lomas,Pilas AA pack x 4,2,16787.5,tarjeta
TEST-L-0422,2026-09-16,Kiosco El Trebol,Harina 000 bolsa 25 kg,3,16825.0,efectivo
TEST-L-0423,2026-09-17,,Aceite 20W50 x 4 L,4,16862.5,transferencia
TEST-L-0424,2026-09-18,Corralon Belgrano,Cemento bolsa 50 kg,5,16900.0,tarjeta
TEST-L-0425,2026-09-19,Ferreteria San Martin,Pilas AA pack x 4,6,16937.5,efectivo
TEST-L-0426,2026-09-20,Distribuidora Lomas,Harina 000 bolsa 25 kg,7,16975.0,transferencia
TEST-L-0427,2026-09-14,Kiosco El Trebol,Aceite 20W50 x 4 L,8,17012.5,tarjeta
TEST-L-0428,2026-09-15,,Cemento bolsa 50 kg,9,17050.0,efectivo
TEST-L-0429,2026-09-16,Corralon Belgrano,Pilas AA pack x 4,10,17087.5,transferencia
TEST-L-0430,2026-09-17,Ferreteria San Martin,Harina 000 bolsa 25 kg,11,17125.0,tarjeta
TEST-L-0431,2026-09-18,Distribuidora Lomas,Aceite 20W50 x 4 L,12,17162.5,efectivo
TEST-L-0432,2026-09-19,Kiosco El Trebol,Cemento bolsa 50 kg,13,17200.0,transferencia
TEST-L-0433,2026-09-20,,Pilas AA pack x 4,14,17237.5,tarjeta
TEST-L-0434,2026-09-14,Corralon Belgrano,Harina 000 bolsa 25 kg,15,17275.0,efectivo
TEST-L-0435,2026-09-15,Ferreteria San Martin,Aceite 20W50 x 4 L,16,17312.5,transferencia
TEST-L-0436,2026-09-16,Distribuidora Lomas,Cemento bolsa 50 kg,17,17350.0,tarjeta
TEST-L-0437,2026-09-17,Kiosco El Trebol,Pilas AA pack x 4,18,17387.5,efectivo
TEST-L-0438,2026-09-18,,Harina 000 bolsa 25 kg,19,17425.0,transferencia
TEST-L-0439,2026-09-19,Corralon Belgrano,Aceite 20W50 x 4 L,20,17462.5,tarjeta
TEST-L-0440,2026-09-20,Ferreteria San Martin,Cemento bolsa 50 kg,1,17500.0,efectivo
TEST-L-0441,2026-09-14,Distribuidora Lomas,Pilas AA pack x 4,2,17537.5,transferencia
TEST-L-0442,2026-09-15,Kiosco El Trebol,Harina 000 bolsa 25 kg,3,17575.0,tarjeta
TEST-L-0443,2026-09-16,,Aceite 20W50 x 4 L,4,17612.5,efectivo
TEST-L-0444,2026-09-17,Corralon Belgrano,Cemento bolsa 50 kg,5,17650.0,transferencia
TEST-L-0445,2026-09-18,Ferreteria San Martin,Pilas AA pack x 4,6,17687.5,tarjeta
TEST-L-0446,2026-09-19,Distribuidora Lomas,Harina 000 bolsa 25 kg,7,17725.0,efectivo
TEST-L-0447,2026-09-20,Kiosco El Trebol,Aceite 20W50 x 4 L,8,17762.5,transferencia
TEST-L-0448,2026-09-14,,Cemento bolsa 50 kg,9,17800.0,tarjeta
TEST-L-0449,2026-09-15,Corralon Belgrano,Pilas AA pack x 4,10,17837.5,efectivo
TEST-L-0450,2026-09-16,Ferreteria San Martin,Harina 000 bolsa 25 kg,11,17875.0,transferencia
