id_venta,fecha,cliente,producto,cantidad,importe,medio_pago
V-1932,2025-12-07,Libreria Central,Servicio de consultoria,1,17381.95,transferencia
V-1933,2025-12-07,Valentina Diaz,Aceite x12,3,16552.18,transferencia
V-1934,2025-12-07,Farmacia San Martin,Servicio mensual,1,42084.70,mercadopago
V-1935,2025-12-07,Bar La Esquina,Servicio de consultoria,1,18052.01,transferencia
V-1936,2025-12-07,Hotel Plaza,Servicio mensual,1,44605.83,efectivo
V-1937,2025-12-07,Cafe Colonial,Detergente 5L,7,31994.03,mercadopago
V-1938,2025-12-07,Panaderia Ortiz,Carpeta A4,50,54784.53,mercadopago
V-1939,2025-12-07,Pedro Sanchez,Golosinas surtidas,44,6193.02,efectivo
V-1940,2025-12-07,Taller Mecanico Lopez,Harina x25kg,11,33619.46,mercadopago
V-1941,2025-12-07,Carniceria El Toro,Disco SSD 1TB,5,381549.44,transferencia
V-1942,2025-12-07,Consultora Delta,Golosinas surtidas,61,8687.32,mercadopago
V-1943,2025-12-08,Diego Torres,Pendrive 64GB,17,158036.31,transferencia
V-1944,2025-12-08,Cafe Colonial,Resma A4,35,36666.61,transferencia
V-1945,2025-12-08,Peluqueria Glamour,Lapiceras x12,14,35288.79,tarjeta
V-1946,2025-12-08,Hotel Plaza,Lapiceras x12,16,35934.71,tarjeta
V-1947,2025-12-08,Escuela Sarmiento,Silla ergonomica,6,621955.72,transferencia
V-1948,2025-12-08,Ana Martinez,Mouse inalambrico,10,100934.85,transferencia
V-1949,2025-12-08,Constructora Norte,Servicio mensual,1,48268.51,transferencia
V-1950,2025-12-08,Hotel Plaza,Teclado mecanico,4,154169.66,transferencia
V-1951,2025-12-08,Restaurante El Puerto,Resma A4,13,13517.68,tarjeta
V-1952,2025-12-08,Transportes Rios,Armazon,2,31520.57,tarjeta
V-1953,2025-12-08,Almacen La Paz,Harina x25kg,8,24557.71,tarjeta
V-1954,2025-12-08,Pedro Sanchez,Hosting mensual,1,11560.85,transferencia
V-1955,2025-12-08,Kiosco El Sol,Monitor 24'',2,343124.99,tarjeta
V-1956,2025-12-08,Peluqueria Glamour,Resma A4,23,24330.22,tarjeta
V-1957,2025-12-08,Estudio Contable RyR,Resma A4,22,23638.30,transferencia
V-1958,2025-12-09,Veterinaria Patitas,Armazon,1,15642.68,transferencia
V-1959,2025-12-09,Consultora Delta,Harina x25kg,6,17866.10,transferencia
V-1960,2025-12-09,Carniceria El Toro,Licencia software anual,2,263923.44,mercadopago
V-1961,2025-12-09,Gimnasio Fuerza,Servicio de consultoria,1,17692.83,efectivo
V-1962,2025-12-09,Comercial Andrade,Mouse inalambrico,7,73015.94,tarjeta
V-1963,2025-12-09,Constructora Norte,Lapiceras x12,26,68034.58,transferencia
V-1964,2025-12-09,Supermercado Don Pepe,Cable HDMI,12,39562.95,tarjeta
V-1965,2025-12-09,Transportes Rios,Hosting mensual,1,12534.02,transferencia
V-1966,2025-12-09,Almacen La Paz,Resma A4,25,26461.72,efectivo
V-1967,2025-12-09,Sofia Ramirez,Bolsas x100,31,32119.37,efectivo
V-1968,2025-12-09,Distribuidora Sur,Servicio de consultoria,1,17164.12,transferencia
V-1969,2025-12-09,Gimnasio Fuerza,Cable HDMI,1,3499.86,transferencia
V-1970,2025-12-09,Constructora Norte,Teclado mecanico,4,157647.19,efectivo
V-1971,2025-12-10,Mueblerias Hogar,Bolsas x100,39,41180.89,transferencia
V-1972,2025-12-10,Panaderia Ortiz,Hosting mensual,1,13013.15,cheque
V-1973,2025-12-10,Martin Castro,Harina x25kg,11,34985.50,mercadopago
V-1974,2025-12-10,Ana Martinez,Servicio de mantenimiento,1,35073.10,mercadopago
V-1975,2025-12-10,Escuela Sarmiento,Resma A4,39,37733.04,transferencia
V-1976,2025-12-10,Lucia Fernandez,Servicio de mantenimiento,1,32889.62,transferencia
V-1977,2025-12-10,Juan Perez,Toner HP,6,49114.25,efectivo
V-1978,2025-12-10,Carlos Rodriguez,Licencia software anual,4,434576.50,transferencia
V-1979,2025-12-10,Restaurante El Puerto,Mouse inalambrico,5,46117.74,efectivo
V-1980,2025-12-10,Inmobiliaria Sol,Resma A4,34,30680.77,transferencia
V-1981,2025-12-10,Bar La Esquina,Harina x25kg,8,24259.88,transferencia
V-1982,2025-12-10,Pedro Sanchez,Teclado mecanico,4,159391.54,mercadopago
V-1983,2025-12-10,Ana Martinez,Pendrive 64GB,7,55096.19,transferencia
V-1984,2025-12-10,Optica Vision,Capacitacion,3,185932.54,tarjeta
V-1985,2025-12-10,Transportes Rios,Cuaderno,17,7653.79,transferencia
V-1986,2025-12-10,Constructora Norte,Servicio de consultoria,1,18299.21,tarjeta
V-1987,2025-12-10,Agropecuaria Campo Verde,Cafe en grano,10,19315.57,mercadopago
V-1988,2025-12-10,Ferreteria Nuñez,Monitor 24'',4,730963.12,transferencia
V-1989,2025-12-10,Lucia Fernandez,Carpeta A4,34,39549.74,tarjeta
V-1990,2025-12-10,Libreria Central,Capacitacion,1,58980.63,mercadopago
V-1991,2025-12-10,Libreria Central,Cable HDMI,7,24293.36,efectivo
V-1992,2025-12-11,Juan Perez,Toner HP,4,33687.22,transferencia
V-1993,2025-12-11,Carniceria El Toro,Pendrive 64GB,6,48692.52,transferencia
V-1994,2025-12-11,Ana Martinez,Auriculares,2,45742.79,mercadopago
V-1995,2025-12-11,Hotel Plaza,Teclado mecanico,5,175606.76,transferencia
V-1996,2025-12-11,Imprenta Rapida,Toner HP,5,42658.97,tarjeta
V-1997,2025-12-11,Juan Perez,Tornillos x100,21,3163.35,tarjeta
V-1998,2025-12-11,Constructora Norte,Resma A4,34,32859.94,efectivo
V-1999,2025-12-11,Bar La Esquina,Mouse inalambrico,1,8841.05,efectivo
V-2000,2025-12-11,Transportes Rios,Golosinas surtidas,61,9461.64,tarjeta
V-2001,2025-12-11,Taller Mecanico Lopez,Resma A4,10,9995.89,efectivo
V-2002,2025-12-11,Consultora Delta,Monitor 24'',2,357896.72,efectivo
V-2003,2025-12-11,Libreria Central,Tornillos x100,6,980.54,transferencia
V-2004,2025-12-11,Comercial Andrade,Cartucho tinta,7,42482.93,efectivo
V-2005,2025-12-11,Ana Martinez,Golosinas surtidas,76,11076.44,efectivo
V-2006,2025-12-11,Sofia Ramirez,Carpeta A4,48,57972.08,efectivo
V-2007,2025-12-11,Estudio Contable RyR,Capacitacion,3,191214.43,tarjeta
V-2008,2025-12-11,Comercial Andrade,Cuaderno,33,13520.67,transferencia
V-2009,2025-12-11,Hotel Plaza,Mouse inalambrico,4,42561.95,mercadopago
V-2010,2025-12-11,Garcia SA,Servicio mensual,1,40644.35,cheque
V-2011,2025-12-11,Kiosco El Sol,Harina x25kg,5,16057.87,transferencia
V-2012,2025-12-12,Optica Vision,Carpeta A4,11,13983.88,efectivo
V-2013,2025-12-12,Imprenta Rapida,Notebook Lenovo,2,1243100.02,transferencia
V-2014,2025-12-12,Carniceria El Toro,Agua mineral x6,17,31363.00,tarjeta
V-2015,2025-12-12,Estudio Contable RyR,Teclado mecanico,1,35966.30,tarjeta
V-2016,2025-12-12,Imprenta Rapida,Tornillos x100,5,784.34,transferencia
V-2017,2025-12-12,Consultora Delta,Servicio mensual,1,42480.87,tarjeta
V-2018,2025-12-12,Ana Martinez,Armazon,1,14158.73,tarjeta
V-2019,2025-12-12,Estudio Contable RyR,Disco SSD 1TB,5,374968.20,efectivo
V-2020,2025-12-12,Estudio Contable RyR,Hosting mensual,1,11404.66,tarjeta
V-2021,2025-12-12,Distribuidora Sur,Agua mineral x6,49,86234.29,transferencia
V-2022,2025-12-12,Escuela Sarmiento,Agua mineral x6,49,84988.94,transferencia
V-2023,2025-12-12,Supermercado Don Pepe,Servicio de consultoria,1,18064.77,tarjeta
V-2024,2025-12-13,Cafe Colonial,Bolsas x100,5,5205.87,efectivo
V-2025,2025-12-13,Almacen La Paz,Toner HP,3,23018.89,efectivo
V-2026,2025-12-13,Hotel Plaza,Licencia software anual,1,109438.15,tarjeta
V-2027,2025-12-13,Juan Perez,Servicio mensual,1,43881.73,transferencia
V-2028,2025-12-13,Sofia Ramirez,Cable HDMI,10,38419.86,efectivo
V-2029,2025-12-13,Juan Perez,Harina x25kg,4,11849.75,tarjeta
V-2030,2025-12-13,Supermercado Don Pepe,Teclado mecanico,3,119712.56,efectivo
V-2031,2025-12-13,Carniceria El Toro,Harina x25kg,7,20581.36,transferencia
V-2032,2025-12-13,Supermercado Don Pepe,Auriculares,4,93305.55,tarjeta
V-2033,2025-12-13,Sofia Ramirez,Mouse inalambrico,9,85053.68,tarjeta
V-2034,2025-12-13,Carlos Rodriguez,Resma A4,36,32574.85,transferencia
V-2035,2025-12-13,Libreria Central,Golosinas surtidas,46,6383.27,tarjeta
V-2036,2025-12-13,Ferreteria Nuñez,Capacitacion,1,56835.72,tarjeta
V-2037,2025-12-13,Carlos Rodriguez,Monitor 24'',3,503729.15,transferencia
V-2038,2025-12-14,Restaurante El Puerto,Tornillos x100,43,6534.58,tarjeta
V-2039,2025-12-14,Escuela Sarmiento,Agua mineral x6,17,29203.79,transferencia
V-2040,2025-12-14,Escuela Sarmiento,Armazon,4,60483.70,tarjeta
V-2041,2025-12-14,Panaderia Ortiz,Lapiceras x12,21,52768.08,efectivo
V-2042,2025-12-14,Pedro Sanchez,Hosting mensual,1,10847.55,tarjeta
V-2043,2025-12-14,Panaderia Ortiz,Resma A4,24,24212.31,tarjeta
V-2044,2025-12-14,Lucia Fernandez,Tornillos x100,21,3279.66,tarjeta
V-2045,2025-12-14,Kiosco El Sol,Mouse inalambrico,9,90070.29,transferencia
V-2046,2025-12-14,Carlos Rodriguez,Bolsas x100,35,36157.01,transferencia
V-2047,2025-12-15,Hotel Plaza,Pendrive 64GB,17,151157.65,tarjeta
V-2048,2025-12-15,Hotel Plaza,Auriculares,7,167560.78,tarjeta
V-2049,2025-12-15,Juan Perez,Cuaderno,9,3976.12,cheque
V-2050,2025-12-15,Optica Vision,Toner HP,4,35200.20,transferencia
V-2051,2025-12-15,Gimnasio Fuerza,Teclado mecanico,3,120184.96,tarjeta
V-2052,2025-12-15,Marta Gomez,Silla ergonomica,6,591487.79,efectivo
V-2053,2025-12-15,Taller Mecanico Lopez,Auriculares,7,161258.46,tarjeta
V-2054,2025-12-15,Garcia SA,Auriculares,6,135457.15,efectivo
V-2055,2025-12-15,Transportes Rios,Agua mineral x6,14,23997.11,mercadopago
V-2056,2025-12-15,Mueblerias Hogar,Golosinas surtidas,52,7405.97,mercadopago
V-2057,2025-12-15,Ferreteria Nuñez,Capacitacion,1,54148.05,tarjeta
V-2058,2025-12-15,Mueblerias Hogar,Auriculares,7,150848.14,cheque
V-2059,2025-12-15,Almacen La Paz,Resma A4,38,40704.46,transferencia
V-2060,2025-12-16,Peluqueria Glamour,Teclado mecanico,3,118373.88,mercadopago
V-2061,2025-12-16,Clinica Belgrano,Detergente 5L,14,59812.30,efectivo
V-2062,2025-12-16,Agropecuaria Campo Verde,Auriculares,2,40561.61,efectivo
V-2063,2025-12-16,Ana Martinez,Armazon,2,29567.93,mercadopago
V-2064,2025-12-16,Optica Vision,Mouse inalambrico,5,44162.92,efectivo
V-2065,2025-12-16,Clinica Belgrano,Servicio de consultoria,1,16908.41,tarjeta
V-2066,2025-12-16,Optica Vision,Agua mineral x6,23,43329.59,transferencia
V-2067,2025-12-16,Diego Torres,Tornillos x100,50,7414.93,transferencia
V-2068,2025-12-16,Ana Martinez,Toner HP,4,32834.76,transferencia
V-2069,2025-12-16,Carlos Rodriguez,Notebook Lenovo,3,1741975.34,transferencia
V-2070,2025-12-16,Cafe Colonial,Carpeta A4,31,36759.03,transferencia
V-2071,2025-12-16,Ferreteria Nuñez,Agua mineral x6,15,24730.97,tarjeta
V-2072,2025-12-16,Mueblerias Hogar,Aceite x12,2,11040.11,transferencia
V-2073,2025-12-16,Comercial Andrade,Silla ergonomica,6,599700.83,transferencia
V-2074,2025-12-16,Juan Perez,Disco SSD 1TB,1,77479.83,transferencia
V-2075,2025-12-16,Martin Castro,Lapiceras x12,27,58414.11,tarjeta
V-2076,2025-12-17,Escuela Sarmiento,Disco SSD 1TB,3,244445.78,efectivo
V-2077,2025-12-17,Veterinaria Patitas,Licencia software anual,4,464308.82,cheque
V-2078,2025-12-17,Constructora Norte,Capacitacion,1,65291.89,tarjeta
V-2079,2025-12-17,Estudio Contable RyR,Notebook Lenovo,2,1332523.20,transferencia
V-2080,2025-12-17,Distribuidora Sur,Pendrive 64GB,13,115477.37,transferencia
V-2081,2025-12-17,Taller Mecanico Lopez,Toner HP,5,38713.69,tarjeta
V-2082,2025-12-17,Carlos Rodriguez,Licencia software anual,4,481431.74,transferencia
V-2083,2025-12-17,Hotel Plaza,Agua mineral x6,25,40649.67,mercadopago
V-2084,2025-12-17,Supermercado Don Pepe,Hosting mensual,1,12427.03,tarjeta
V-2085,2025-12-17,Gimnasio Fuerza,Mouse inalambrico,10,103761.62,tarjeta
V-2086,2025-12-17,Estudio Contable RyR,Auriculares,8,193137.88,efectivo
V-2087,2025-12-17,Inmobiliaria Sol,Cuaderno,17,7974.27,mercadopago
V-2088,2025-12-18,Ferreteria Nuñez,Hosting mensual,1,11106.87,transferencia
V-2089,2025-12-18,Transportes Rios,Detergente 5L,19,87576.02,transferencia
V-2090,2025-12-18,Carniceria El Toro,Monitor 24'',1,179358.07,transferencia
V-2091,2025-12-18,Ferreteria Nuñez,Servicio mensual,1,47279.27,transferencia
V-2092,2025-12-18,Imprenta Rapida,Bolsas x100,6,6151.51,mercadopago
V-2093,2025-12-18,Farmacia San Martin,Disco SSD 1TB,3,212416.92,efectivo
V-2094,2025-12-18,Distribuidora Sur,Carpeta A4,47,52148.55,mercadopago
V-2095,2025-12-18,Veterinaria Patitas,Agua mineral x6,36,59492.13,mercadopago
V-2096,2025-12-18,Pedro Sanchez,Auriculares,2,45267.08,mercadopago
V-2097,2025-12-18,Valentina Diaz,Cable HDMI,12,43890.24,mercadopago
V-2098,2025-12-18,Bar La Esquina,Teclado mecanico,2,71797.97,transferencia
V-2099,2025-12-18,Mueblerias Hogar,Toner HP,1,7841.19,mercadopago
V-2100,2025-12-18,Distribuidora Sur,Cable HDMI,2,7101.97,efectivo
V-2101,2025-12-18,Lucia Fernandez,Mouse inalambrico,10,102643.59,transferencia
V-2102,2025-12-18,Almacen La Paz,Cartucho tinta,4,27805.02,transferencia
V-2103,2025-12-18,Martin Castro,Armazon,2,31122.46,tarjeta
V-2104,2025-12-18,Transportes Rios,Toner HP,4,29219.54,transferencia
V-2105,2025-12-18,Diego Torres,Capacitacion,2,128093.20,efectivo
V-2106,2025-12-18,Juan Perez,Golosinas surtidas,96,13776.17,tarjeta
V-2107,2025-12-18,Bar La Esquina,Cuaderno,37,18282.82,transferencia
V-2108,2025-12-19,Ana Martinez,Pendrive 64GB,19,160798.53,tarjeta
V-2109,2025-12-19,Veterinaria Patitas,Bolsas x100,29,29085.22,transferencia
V-2110,2025-12-19,Supermercado Don Pepe,Bolsas x100,18,21178.36,efectivo
V-2111,2025-12-19,Constructora Norte,Notebook Lenovo,1,664240.57,transferencia
V-2112,2025-12-19,Optica Vision,Capacitacion,3,194845.55,cheque
V-2113,2025-12-19,Escuela Sarmiento,Cartucho tinta,7,44020.43,cheque
V-2114,2025-12-19,Inmobiliaria Sol,Disco SSD 1TB,4,293463.79,efectivo
V-2115,2025-12-19,Valentina Diaz,Cuaderno,17,7957.70,tarjeta
V-2116,2025-12-19,Mueblerias Hogar,Golosinas surtidas,61,9611.65,efectivo
V-2117,2025-12-19,Optica Vision,Notebook Lenovo,3,1787115.53,tarjeta
V-2118,2025-12-19,Panaderia Ortiz,Monitor 24'',4,689915.75,transferencia
V-2119,2025-12-19,Comercial Andrade,Hosting mensual,1,12564.77,tarjeta
V-2120,2025-12-20,Panaderia Ortiz,Pendrive 64GB,19,148642.92,tarjeta
V-2121,2025-12-20,Estudio Contable RyR,Teclado mecanico,2,82474.98,tarjeta
V-2122,2025-12-20,Bar La Esquina,Silla ergonomica,2,206912.40,cheque
V-2123,2025-12-20,Panaderia Ortiz,Agua mineral x6,26,47674.15,tarjeta
V-2124,2025-12-20,Taller Mecanico Lopez,Mouse inalambrico,4,35546.50,tarjeta
V-2125,2025-12-20,Pedro Sanchez,Cuaderno,16,7420.03,efectivo
V-2126,2025-12-20,Pedro Sanchez,Hosting mensual,1,12666.55,transferencia
V-2127,2025-12-20,Bar La Esquina,Agua mineral x6,33,57823.80,transferencia
V-2128,2025-12-20,Peluqueria Glamour,Toner HP,4,33316.33,transferencia
V-2129,2025-12-20,Estudio Contable RyR,Servicio de mantenimiento,1,30551.84,efectivo
V-2130,2025-12-20,Almacen La Paz,Tornillos x100,29,4625.33,transferencia
V-2131,2025-12-20,Carniceria El Toro,Golosinas surtidas,32,4632.22,transferencia
V-2132,2025-12-20,Valentina Diaz,Capacitacion,3,162710.87,efectivo
V-2133,2025-12-20,Mueblerias Hogar,Hosting mensual,1,10953.44,tarjeta
V-2134,2025-12-20,Ana Martinez,Capacitacion,3,166467.22,mercadopago
V-2135,2025-12-20,Martin Castro,Carpeta A4,12,13480.31,efectivo
V-2136,2025-12-20,Bar La Esquina,Servicio de consultoria,1,19611.90,transferencia
V-2137,2025-12-21,Ferreteria Nuñez,Servicio de mantenimiento,1,32976.90,tarjeta
V-2138,2025-12-21,Bar La Esquina,Pendrive 64GB,2,15587.68,tarjeta
V-2139,2025-12-21,Comercial Andrade,Armazon,2,30522.92,transferencia
V-2140,2025-12-21,Restaurante El Puerto,Notebook Lenovo,3,2010518.46,efectivo
V-2141,2025-12-21,Imprenta Rapida,Monitor 24'',2,365549.15,tarjeta
V-2142,2025-12-21,Juan Perez,Armazon,2,32165.17,transferencia
V-2143,2025-12-21,Ana Martinez,Servicio mensual,1,43197.38,mercadopago
V-2144,2025-12-21,Gimnasio Fuerza,Licencia software anual,5,565924.80,transferencia
V-2145,2025-12-21,Valentina Diaz,Cable HDMI,10,34454.11,transferencia
V-2146,2025-12-21,Ferreteria Nuñez,Mouse inalambrico,3,28812.35,mercadopago
V-2147,2025-12-21,Panaderia Ortiz,Detergente 5L,15,68546.51,tarjeta
V-2148,2025-12-21,Carlos Rodriguez,Resma A4,22,23937.78,efectivo
V-2149,2025-12-21,Panaderia Ortiz,Servicio de mantenimiento,1,31485.99,transferencia
V-2150,2025-12-21,Martin Castro,Hosting mensual,1,11709.46,transferencia
V-2151,2025-12-21,Valentina Diaz,Aceite x12,2,11471.75,tarjeta
V-2152,2025-12-21,Veterinaria Patitas,Harina x25kg,12,34141.97,efectivo
V-2153,2025-12-22,Estudio Contable RyR,Golosinas surtidas,48,6874.05,tarjeta
V-2154,2025-12-22,Bar La Esquina,Cafe en grano,8,17445.71,transferencia
V-2155,2025-12-22,Diego Torres,Cable HDMI,15,50468.77,transferencia
V-2156,2025-12-22,Martin Castro,Armazon,3,46979.34,transferencia
V-2157,2025-12-22,Pedro Sanchez,Notebook Lenovo,1,597431.55,transferencia
V-2158,2025-12-22,Distribuidora Sur,Hosting mensual,1,11944.47,transferencia
V-2159,2025-12-22,Distribuidora Sur,Detergente 5L,18,78823.93,transferencia
V-2160,2025-12-22,Hotel Plaza,Servicio de mantenimiento,1,29138.33,efectivo
V-2161,2025-12-23,Transportes Rios,Cafe en grano,12,24521.77,transferencia
V-2162,2025-12-23,Consultora Delta,Armazon,4,62027.64,mercadopago
V-2163,2025-12-23,Supermercado Don Pepe,Lapiceras x12,24,61993.59,transferencia
V-2164,2025-12-23,Clinica Belgrano,Pendrive 64GB,3,27782.02,efectivo
V-2165,2025-12-23,Kiosco El Sol,Pendrive 64GB,3,26186.85,efectivo
V-2166,2025-12-23,Ferreteria Nuñez,Resma A4,15,15073.69,efectivo
V-2167,2025-12-23,Comercial Andrade,Cartucho tinta,8,55206.81,mercadopago
V-2168,2025-12-23,Distribuidora Sur,Teclado mecanico,5,206432.77,tarjeta
V-2169,2025-12-23,Carniceria El Toro,Lapiceras x12,23,60697.42,efectivo
V-2170,2025-12-23,Comercial Andrade,Mouse inalambrico,1,10027.92,efectivo
V-2171,2025-12-23,Taller Mecanico Lopez,Bolsas x100,39,45042.15,cheque
V-2172,2025-12-23,Juan Perez,Detergente 5L,18,78383.26,tarjeta
V-2173,2025-12-24,Inmobiliaria Sol,Tornillos x100,48,8340.76,mercadopago
V-2174,2025-12-24,Distribuidora Sur,Tornillos x100,9,1401.71,tarjeta
V-2175,2025-12-24,Optica Vision,Notebook Lenovo,2,1238885.95,tarjeta
V-2176,2025-12-24,Taller Mecanico Lopez,Toner HP,3,26312.26,efectivo
V-2177,2025-12-24,Escuela Sarmiento,Pendrive 64GB,4,32572.44,transferencia
V-2178,2025-12-24,Agropecuaria Campo Verde,Servicio mensual,1,47142.23,tarjeta
V-2179,2025-12-24,Peluqueria Glamour,Auriculares,5,119440.40,efectivo
V-2180,2025-12-24,Diego Torres,Notebook Lenovo,2,1337338.49,transferencia
V-2181,2025-12-24,Gimnasio Fuerza,Servicio de consultoria,1,17865.64,transferencia
V-2182,2025-12-24,Comercial Andrade,Armazon,2,30392.82,transferencia
V-2183,2025-12-24,Peluqueria Glamour,Silla ergonomica,2,174220.26,mercadopago
V-2184,2025-12-24,Comercial Andrade,Teclado mecanico,1,41139.63,transferencia
V-2185,2025-12-24,Constructora Norte,Detergente 5L,10,39699.20,tarjeta
V-2186,2025-12-24,Carniceria El Toro,Armazon,4,66863.20,efectivo
V-2187,2025-12-24,Sofia Ramirez,Toner HP,4,33412.69,transferencia
V-2188,2025-12-24,Carlos Rodriguez,Armazon,4,55872.05,transferencia
V-2189,2025-12-24,Clinica Belgrano,Cuaderno,7,2919.22,efectivo
V-2190,2025-12-25,Carlos Rodriguez,Carpeta A4,7,7829.33,mercadopago
V-2191,2025-12-25,Diego Torres,Detergente 5L,10,38797.86,tarjeta
V-2192,2025-12-25,Constructora Norte,Hosting mensual,1,11579.73,tarjeta
V-2193,2025-12-25,Estudio Contable RyR,Auriculares,7,142647.66,efectivo
V-2194,2025-12-25,Comercial Andrade,Golosinas surtidas,39,5667.62,efectivo
V-2195,2025-12-25,Veterinaria Patitas,Cafe en grano,2,4142.65,tarjeta
V-2196,2025-12-25,Restaurante El Puerto,Licencia software anual,1,118423.88,transferencia
V-2197,2025-12-25,Panaderia Ortiz,Resma A4,32,30081.73,efectivo
V-2198,2025-12-25,Bar La Esquina,Tornillos x100,20,3059.93,efectivo
V-2199,2025-12-25,Almacen La Paz,Bolsas x100,20,22731.85,transferencia
V-2200,2025-12-25,Peluqueria Glamour,Bolsas x100,55,64250.42,tarjeta
V-2201,2025-12-25,Distribuidora Sur,Servicio mensual,1,42564.46,tarjeta
V-2202,2025-12-25,Almacen La Paz,Aceite x12,4,24756.69,transferencia
V-2203,2025-12-25,Pedro Sanchez,Servicio mensual,1,48279.15,tarjeta
V-2204,2025-12-25,Almacen La Paz,Cuaderno,19,8074.24,tarjeta
V-2205,2025-12-26,Lucia Fernandez,Lapiceras x12,15,37035.89,transferencia
V-2206,2025-12-26,Clinica Belgrano,Armazon,3,50619.89,transferencia
V-2207,2025-12-26,Comercial Andrade,Carpeta A4,8,8988.96,transferencia
V-2208,2025-12-26,Escuela Sarmiento,Cable HDMI,6,19790.31,transferencia
V-2209,2025-12-26,Farmacia San Martin,Licencia software anual,1,118341.78,mercadopago
V-2210,2025-12-26,Estudio Contable RyR,Armazon,3,44680.52,efectivo
V-2211,2025-12-26,Distribuidora Sur,Detergente 5L,19,84116.60,transferencia
V-2212,2025-12-26,Mueblerias Hogar,Cable HDMI,13,44238.60,tarjeta
V-2213,2025-12-26,Ana Martinez,Armazon,2,31931.54,tarjeta
V-2214,2025-12-26,Martin Castro,Resma A4,11,10085.20,transferencia
V-2215,2025-12-26,Sofia Ramirez,Servicio de mantenimiento,1,30034.74,mercadopago
V-2216,2025-12-26,Lucia Fernandez,Resma A4,39,39529.00,efectivo
V-2217,2025-12-27,Panaderia Ortiz,Disco SSD 1TB,2,151006.73,transferencia
V-2218,2025-12-27,Farmacia San Martin,Servicio mensual,1,45454.46,mercadopago
V-2219,2025-12-27,Hotel Plaza,Disco SSD 1TB,5,410634.46,tarjeta
V-2220,2025-12-27,Kiosco El Sol,Bolsas x100,12,14284.64,tarjeta
V-2221,2025-12-27,Optica Vision,Lapiceras x12,18,45713.25,tarjeta
V-2222,2025-12-27,Agropecuaria Campo Verde,Bolsas x100,13,13698.42,transferencia
V-2223,2025-12-27,Constructora Norte,Bolsas x100,17,19600.27,tarjeta
V-2224,2025-12-27,Peluqueria Glamour,Cartucho tinta,2,12130.35,tarjeta
V-2225,2025-12-27,Consultora Delta,Disco SSD 1TB,4,294050.94,transferencia
V-2226,2025-12-27,Mueblerias Hogar,Servicio de consultoria,1,18766.02,efectivo
V-2227,2025-12-28,Inmobiliaria Sol,Carpeta A4,37,44004.32,transferencia
V-2228,2025-12-28,Consultora Delta,Pendrive 64GB,8,65230.55,tarjeta
V-2229,2025-12-28,Taller Mecanico Lopez,Tornillos x100,19,2763.73,transferencia
V-2230,2025-12-28,Consultora Delta,Agua mineral x6,14,27427.91,mercadopago
V-2231,2025-12-28,Taller Mecanico Lopez,Aceite x12,1,5862.35,cheque
V-2232,2025-12-28,Gimnasio Fuerza,Servicio mensual,1,40512.60,tarjeta
V-2233,2025-12-28,Valentina Diaz,Armazon,3,42624.19,transferencia
V-2234,2025-12-28,Restaurante El Puerto,Golosinas surtidas,72,11660.41,transferencia
V-2235,2025-12-28,Gimnasio Fuerza,Notebook Lenovo,3,1977523.04,transferencia
V-2236,2025-12-28,Garcia SA,Aceite x12,3,16265.48,tarjeta
V-2237,2025-12-28,Pedro Sanchez,Pendrive 64GB,19,148788.10,mercadopago
V-2238,2025-12-28,Sofia Ramirez,Aceite x12,10,57580.01,transferencia
V-2239,2025-12-28,Constructora Norte,Aceite x12,4,23172.39,transferencia
V-2240,2025-12-28,Hotel Plaza,Cafe en grano,13,27176.69,transferencia
V-2241,2025-12-28,Transportes Rios,Silla ergonomica,1,94923.26,transferencia
V-2242,2025-12-29,Diego Torres,Pendrive 64GB,6,47826.37,mercadopago
V-2243,2025-12-29,Lucia Fernandez,Tornillos x100,46,7039.17,transferencia
V-2244,2025-12-29,Carlos Rodriguez,Tornillos x100,30,4979.87,transferencia
V-2245,2025-12-29,Constructora Norte,Resma A4,32,30065.93,transferencia
V-2246,2025-12-29,Comercial Andrade,Lapiceras x12,6,15053.08,tarjeta
V-2247,2025-12-29,Comercial Andrade,Mouse inalambrico,7,62024.22,efectivo
V-2248,2025-12-29,Ferreteria Nuñez,Agua mineral x6,7,11673.09,transferencia
V-2249,2025-12-29,Comercial Andrade,Agua mineral x6,43,69868.93,mercadopago
V-2250,2025-12-29,Veterinaria Patitas,Toner HP,5,42412.67,efectivo
V-2251,2025-12-29,Agropecuaria Campo Verde,Resma A4,17,15615.65,mercadopago
V-2252,2025-12-29,Escuela Sarmiento,Capacitacion,1,57688.62,transferencia
V-2253,2025-12-29,Carniceria El Toro,Notebook Lenovo,3,1931439.33,transferencia
V-2254,2025-12-29,Restaurante El Puerto,Capacitacion,1,55233.78,transferencia
V-2255,2025-12-29,Supermercado Don Pepe,Carpeta A4,31,34535.25,transferencia
V-2256,2025-12-29,Restaurante El Puerto,Teclado mecanico,4,141280.25,transferencia
V-2257,2025-12-29,Bar La Esquina,Carpeta A4,48,56272.25,tarjeta
V-2258,2025-12-29,Restaurante El Puerto,Toner HP,2,14909.63,tarjeta
V-2259,2025-12-29,Ferreteria Nuñez,Licencia software anual,3,332521.27,mercadopago
V-2260,2025-12-29,Inmobiliaria Sol,Licencia software anual,2,224547.25,transferencia
V-2261,2025-12-30,Lucia Fernandez,Tornillos x100,48,7565.18,tarjeta
